recall20,recall50,NDCG100,method,dataset,lambda_val,iterations,errors,thresholds
0.8433782712133228,0.8451625693893735,0.923328423648975,als_bias,DM,0.1,9,0.9028072649618211,0.6
0.8459555908009516,0.8475416336241078,0.9233822019756323,als_bias,DM,0.3,9,0.9023549019943302,0.6
0.8576526566217287,0.8596352101506741,0.9262589758277785,als_bias,DM,0.01,9,0.9031775467626462,0.7
0.8580491673275178,0.8600317208564632,0.9258320051277986,als_bias,DM,0.1,9,0.9028072649618211,0.7
0.8586439333862014,0.8604282315622522,0.9260558776530992,als_bias,DM,0.3,9,0.9023549019943302,0.7
0.9230769230769231,0.9246629659000793,0.9706591505769232,als_bias,DM,0.01,10,0.9029375068631342,0.4
0.921887390959556,0.9232751784298177,0.9705071043428929,als_bias,DM,0.1,10,0.9026231576897763,0.4
0.9224821570182395,0.9238699444885012,0.9705823506930826,als_bias,DM,0.3,10,0.9022558940343539,0.4
0.8461538461538461,0.8477398889770024,0.9236465102834196,als_bias,DM,0.01,10,0.9029375068631342,0.6
0.8437747819191118,0.8457573354480571,0.9233392658099078,als_bias,DM,0.1,10,0.9026231576897763,0.6
0.8455590800951626,0.8471451229183188,0.9234577310279576,als_bias,DM,0.3,10,0.9022558940343539,0.6
0.8564631245043616,0.8586439333862014,0.9264362821241374,als_bias,DM,0.01,10,0.9029375068631342,0.7
0.8582474226804123,0.8602299762093577,0.9259447693655587,als_bias,DM,0.1,10,0.9026231576897763,0.7
0.8590404440919904,0.8608247422680413,0.9260676802459741,als_bias,DM,0.3,10,0.9022558940343539,0.7
